Vfb Stuttgart,1 FC Schweinfurt 05,1946-05-19,4,1
Karlsruher FV,Waldhof Mannheim,1946-05-19,1,1
Kickers Offenbach,Stuttgarter Kickers,1946-05-19,2,3
Eintracht Frankfurt,Bayern Muenchen,1946-05-19,2,4
Stuttgarter Kickers,Eintracht Frankfurt,1946-05-26,9,2
Bayern Muenchen,FC Augsburg,1946-05-26,5,1
Waldhof Mannheim,Kickers Offenbach,1946-05-26,1,0
TSV Schwaben Augsburg,Vfb Stuttgart,1946-05-26,2,3
Spvgg Greuther Fuerth,Karlsruher FV,1946-05-26,4,0
1 FC Nuernberg,Spvgg Greuther Fuerth,1946-05-30,5,3
1 FC Schweinfurt 05,Waldhof Mannheim,1946-05-30,1,1
Waldhof Mannheim,Spvgg Greuther Fuerth,1946-06-02,2,1
Kickers Offenbach,Karlsruher FV,1946-06-02,10,2
FC Augsburg,Eintracht Frankfurt,1946-06-02,2,2
Vfb Stuttgart,VFR Mannheim,1946-06-02,4,0
Bayern Muenchen,Stuttgarter Kickers,1946-06-02,1,2
1 FC Nuernberg,TSV 1860 Muenchen,1946-06-02,1,0
FSV Frankfurt,TSV Schwaben Augsburg,1946-06-02,1,0
Karlsruher SC,1 FC Schweinfurt 05,1946-06-02,0,3
TSV Schwaben Augsburg,Karlsruher SC,1946-06-16,2,2
Stuttgarter Kickers,Waldhof Mannheim,1946-06-16,2,1
Spvgg Greuther Fuerth,Bayern Muenchen,1946-06-16,0,1
1 FC Schweinfurt 05,FSV Frankfurt,1946-06-16,9,0
Karlsruher FV,FC Augsburg,1946-06-16,0,9
TSV 1860 Muenchen,Vfb Stuttgart,1946-06-16,0,3
Eintracht Frankfurt,Kickers Offenbach,1946-06-16,1,1
VFR Mannheim,1 FC Nuernberg,1946-06-16,0,0
Bayern Muenchen,Waldhof Mannheim,1946-06-23,0,1
Kickers Offenbach,FC Augsburg,1946-06-23,0,0
FSV Frankfurt,Karlsruher SC,1946-06-23,1,1
Karlsruher FV,Eintracht Frankfurt,1946-06-23,0,9
Vfb Stuttgart,1 FC Nuernberg,1946-06-23,1,0
TSV Schwaben Augsburg,1 FC Schweinfurt 05,1946-06-23,1,4
VFR Mannheim,TSV 1860 Muenchen,1946-06-23,2,2
Spvgg Greuther Fuerth,Stuttgarter Kickers,1946-06-23,1,4
TSV Schwaben Augsburg,Eintracht Frankfurt,1946-07-06,4,3
Karlsruher SC,1 FC Nuernberg,1946-07-07,2,5
FSV Frankfurt,TSV 1860 Muenchen,1946-07-14,2,0
1 FC Schweinfurt 05,VFR Mannheim,1946-07-14,2,3
Eintracht Bamberg,Karlsruher FV,1946-09-22,2,0
TSV 1860 Muenchen,Spvgg Greuther Fuerth,1946-09-22,2,1
1 FC Nuernberg,SSV Ulm 1846,1946-09-29,4,0
Eintracht Frankfurt,Bayern Muenchen,1946-09-29,2,1
Kickers Offenbach,TSV Schwaben Augsburg,1946-09-29,6,0
Karlsruher SC,VFL Neckarau,1946-09-29,0,3
Stuttgarter Kickers,VFR Mannheim,1946-09-29,2,0
Viktoria Aschaffenburg,1 FC Schweinfurt 05,1946-09-29,3,5
Waldhof Mannheim,FSV Frankfurt,1946-09-29,6,0
FC Augsburg,Vfb Stuttgart,1946-09-29,2,4
Bayern Muenchen,Eintracht Bamberg,1946-10-06,1,2
SSV Ulm 1846,Karlsruher SC,1946-10-06,6,0
Spvgg Greuther Fuerth,Waldhof Mannheim,1946-10-06,1,2
TSV Schwaben Augsburg,1 FC Nuernberg,1946-10-06,1,3
FSV Frankfurt,Viktoria Aschaffenburg,1946-10-06,2,0
VFL Neckarau,Kickers Offenbach,1946-10-06,1,1
1 FC Schweinfurt 05,FC Augsburg,1946-10-06,2,0
Karlsruher FV,Stuttgarter Kickers,1946-10-06,1,3
Vfb Stuttgart,TSV 1860 Muenchen,1946-10-06,5,1
VFR Mannheim,Eintracht Frankfurt,1946-10-06,0,1
VFL Neckarau,Spvgg Greuther Fuerth,1946-10-13,0,1
Karlsruher SC,Vfb Stuttgart,1946-10-13,2,0
1 FC Nuernberg,Kickers Offenbach,1946-10-13,4,0
Eintracht Bamberg,VFR Mannheim,1946-10-13,2,1
Viktoria Aschaffenburg,SSV Ulm 1846,1946-10-13,5,1
Eintracht Frankfurt,TSV Schwaben Augsburg,1946-10-13,2,0
Stuttgarter Kickers,Bayern Muenchen,1946-10-13,3,3
